OFFICE TYPE	SITE NAME	ADDRESS	SUBURB	STATE	POSTCODE	LATITUDE	LONGITUDE	Geo Coordinate
Access Point	Narembeen	2/19 Churchill Street	NAREMBEEN	WA	6369	-32.0654	118.3948	-32.0654;118.3948
Access Point	Newdegate	Collier Street	NEWDEGATE	WA	6355	-33.0913	119.017	-33.0913;119.017
Access Point	Northcliffe	Muirillup Road	NORTHCLIFFE	WA	6262	-34.6308	116.1196	-34.6308;116.1196
Access Point	Pemberton	29 Brockman St	PEMBERTON	WA	6260	-34.4463	116.0321	-34.4463;116.0321
Agent	Werris Creek	59 Single Street	WERRIS CREEK	NSW	2341	-31.3487	150.6464	-31.3487;150.6464
Agent	Forbes	136 Lachlan Street	FORBES	NSW	2871	-33.3869	148.0087	-33.3869;148.0087
Agent	Coonamble R.T.C	26 Castlereagh Street	COONAMBLE	NSW	2829	-30.9513	148.3888	-30.9513;148.3888
Agent	Caroona	Via	CAROONA	NSW	2343	-31.4045	150.4231	-31.4045;150.4231
Agent	Murrurundi	113 Mayne Street	MURRURUNDI	NSW	2338	-31.7635	150.8357	-31.7635;150.8357
Agent	Warren	4 Burton Street	WARREN	NSW	2824	-31.7004	147.8342	-31.7004;147.8342
Agent	Narromine	13 Burraway St	NARROMINE	NSW	2821	-32.234724	148.249339	-32.234724;148.249339
Agent	Enngonia	9 Irrara Street	ENNGONIA	NSW	2840	-29.318602	145.848349	-29.318602;145.848349
Agent	Peak Hill	88 Caswell St	PEAK HILL	NSW	2869	-32.727306	148.188322	-32.727306;148.188322
Agent	Ashford	30-32 Albury Street	ASHFORD	NSW	2361	-29.3215	151.0953	-29.3215;151.0953
Agent	Cobar	19 Barton Street	COBAR	NSW	2835	-31.5001	145.8395	-31.5001;145.8395
Agent	Gilgandra	20 Miller Street	GILGANDRA	NSW	2827	-31.7109	148.6686	-31.7109;148.6686
Agent	Nyngan	88 Pangee Street	NYNGAN	NSW	2825	-31.5633	147.1965	-31.5633;147.1965
Agent	Brewarrina	57 Bathurst Street	BREWARRINA	NSW	2839	-29.9584	146.87	-29.9584;146.87
Agent	Bingara	24 Maitland Street	BINGARA	NSW	2404	-29.867	150.571	-29.867;150.571
Agent	Goodooga	8 Brenda Street	GOODOOGA	NSW	2838	-29.116745	147.452457	-29.116745;147.452457
Agent	Collarenebri	2 Wilson Street	COLLARENEBRI	NSW	2833	-29.54097	148.579697	-29.54097;148.579697
Agent	Mungindi	153 St George Street	MUNGINDI	NSW	2406	-28.981065	148.992997	-28.981065;148.992997
Agent	Warialda	41 Hope Street	WARIALDA	NSW	2402	-29.5405	150.574	-29.5405;150.574
Agent	Wee Waa	22 George Street	NARRABRI	NSW	2390	-30.222834	149.440494	-30.222834;149.440494
Agent	Walcha	Oxley Highway	WALCHA	NSW	2354	-30.9826	151.5928	-30.9826;151.5928
Agent	Quirindi	Shop 5/6 4 Station Street	QUIRINDI	NSW	2343	-31.50814	150.68005	-31.50814;150.68005
Agent	Barraba	27 Alice Street	BARRABA	NSW	2347	-30.38	150.6077	-30.38;150.6077
Agent	Coonabarabran	30 John Street	COONABARABRAN	NSW	2357	-31.2724	149.2761	-31.2724;149.2761
Agent	Coonamble - Murdi Paaki	2 Namoi Street	COONAMBLE	NSW	2829	-30.949663	148.384837	-30.949663;148.384837
Agent	Condobolin	18 William Street	CONDOBOLIN	NSW	2877	-33.0894	147.1469	-33.0894;147.1469
Agent	Gulargambone	Cnr Bourbah & Munnell Sts	GULARGAMBONE	NSW	2828	-31.3298	148.4708	-31.3298;148.4708
Agent	Manilla	210 Manilla Street	MANILLA	NSW	2346	-30.7466	150.7203	-30.7466;150.7203
Agent	Wellington	27 Swift Street	WELLINGTON	NSW	2820	-32.5563	148.9467	-32.5563;148.9467
Agent	Tin Can Bay	1 Buchanan Street	TIN CAN BAY	QLD	4580	-25.9099	153.0058	-25.9099;153.0058
Agent	Mundubbera	51 Lyons Street	MUNDUBBERA	QLD	4626	-25.59117	151.29957	-25.59117;151.29957
Agent	Kilkivan	26 Bligh Street	KILKIVAN	QLD	4600	-26.0836	152.2368	-26.0836;152.2368
Agent	Biggenden	47 Edward Street	BIGGENDEN	QLD	4621	-25.5106	152.0436	-25.5106;152.0436
Agent	Murgon	21 Taylor Street	MURGON	QLD	4605	-26.2409	151.9405	-26.2409;151.9405
Agent	Monto	7 Huxley Street	MONTO	QLD	4630	-24.86549	151.12077	-24.86549;151.12077
Agent	Eidsvold	57 Morton Street	EIDSVOLD	QLD	4627	-25.37348	151.127519	-25.37348;151.127519
Agent	Blackbutt	69 Hart Street	BLACKBUTT	QLD	4306	-26.8886	152.0997	-26.8886;152.0997
Agent	Gayndah	Capper Street-Old Commonwealth Bank Building	GAYNDAH	QLD	4625	-25.6236	151.6081	-25.6236;151.6081
Agent	Cowes	56 Church Street	COWES	VIC	3922	-38.45197	145.2389	-38.45197;145.2389
Agent	Orbost	21 Ruskin Street	ORBOST	VIC	3888	-37.6922	148.4601	-37.6922;148.4601
Agent	Alexandra	58 Grant Street	ALEXANDRA	VIC	3714	-37.191	145.711	-37.191;145.711
Agent	Lake Tyers	Rules Road	LAKES ENTRANCE	VIC	3909	-37.8401	148.099	-37.8401;148.099
Agent	Cann River	Genoa Street	CANN RIVER	VIC	3890	-37.5654	149.1527	-37.5654;149.1527
Agent	Welshpool	14 Main Street	WELSHPOOL	VIC	3966	-38.6651	146.4343	-38.6651;146.4343
Agent	Foster	Cnr Station Road & Court Street	FOSTER	VIC	3960	-38.6535	146.202	-38.6535;146.202
Agent	Lakes Entrance	18-26 Jemmeson Street	LAKES ENTRANCE	VIC	3909	-37.8793	147.9914	-37.8793;147.9914
Agent	Mallacoota	Cnr Genoa Rd & Mattsson St	MALLACOOTA	VIC	3892	-37.5582	149.754	-37.5582;149.754
Agent	Grantville	1504-1510 Bass Highway	GRANTVILLE	VIC	3984	-38.4152	145.5347	-38.4152;145.5347
Agent	Omeo	179 Day Ave	OMEO	VIC	3898	-37.0998	147.5927	-37.0998;147.5927
Agent	Yarram	292 Commercial Road	YARRAM	VIC	3971	-38.5621	146.6741	-38.5621;146.6741
Agent	Korumburra	21 Shellcotts Road	KORUMBURRA	VIC	3950	-38.43282	145.823143	-38.43282;145.823143
Agent	Leongatha	2 Michael Place	LEONGATHA	VIC	3953	-38.4764	145.9457	-38.4764;145.9457
Agent	Bellingen	1/29 Hyde Street	BELLINGEN	NSW	2454	-30.4498	152.8978	-30.4498;152.8978
Agent	Dungog	103 Dowling Street	DUNGOG	NSW	2420	-32.4049	151.7529	-32.4049;151.7529
Agent	Pottsville Beach	Elizabeth Street	POTTSVILLE	NSW	2489	-28.391	153.5638	-28.391;153.5638
Agent	South West Rocks	Ocean Drive	SOUTH WEST ROCKS	NSW	2431	-30.8922	153.0441	-30.8922;153.0441
Agent	Bulahdelah	63 Stroud Street	BULAHDELAH	NSW	2423	-32.4092	152.205	-32.4092;152.205
Agent	Nimbin	71 Cullen Street	NIMBIN	NSW	2480	-28.5973	153.225	-28.5973;153.225
Agent	Gloucester	14 Queen Street	GLOUCESTER	NSW	2422	-32.0068	151.9596	-32.0068;151.9596
Agent	Ulong	70 Pine Avenue	ULONG	NSW	2450	-30.2412	152.8864	-30.2412;152.8864
Agent	Dorrigo	"Multi-Purpose Service, Beech Street"	DORRIGO	NSW	2453	-30.3409	152.7114	-30.3409;152.7114
Agent	Woolgoolga	Cnr Beach & Boundary Street	WOOLGOOLGA	NSW	2456	-30.1131	153.1939	-30.1131;153.1939
Agent	Kyogle	8 Geneva Street	KYOGLE	NSW	2474	-28.6201	153.005	-28.6201;153.005
Agent	Evans Head	"Johnny's Arcade, Oak Street"	EVANS HEAD	NSW	2473	-29.1178	153.4317	-29.1178;153.4317
Agent	Canteen Creek	"Canteen Creek, Via"	ALICE SPRINGS	NT	872	-20.644799	135.586136	-20.644799;135.586136
Agent	Papulankutja	"Lot 36, Papulankutja Road West"	ALICE SPRINGS	NT	872	-25.997641	128.283439	-25.997641;128.283439
Agent	Mimili	Mimili Community	ALICE SPRINGS	NT	872	-27.005037	132.710595	-27.005037;132.710595
Agent	Gunbalanya	West Arnhem Shire Council	WINNELLIE	NT	822	-12.322787	133.056425	-12.322787;133.056425
Agent	Pipalyatjara	Lot 221a Pipalyatjara Community	ALICE SPRINGS	NT	870	-26.162156	129.170803	-26.162156;129.170803
Agent	Amoonguna	"Ross Highway, Via"	ALICE SPRINGS	NT	872	-23.764905	133.938373	-23.764905;133.938373
Agent	Umbakumba	Mamarika Street	UMBAKUMBA	NT	822	-13.857859	136.811934	-13.857859;136.811934
Agent	Epenarra	Epenarra Community Via	ALICE SPRINGS	NT	872	-20.46319	135.251036	-20.46319;135.251036
Agent	Kintore	Lot 144	ALICE SPRINGS	NT	872	-23.275734	129.384281	-23.275734;129.384281
Agent	Milyakburra	Milyakburra Community	MILYAKBURRA	NT	822	-13.780561	136.196355	-13.780561;136.196355
Agent	Titjikala	Lot 52 Titjikala Community	ALICE SPRINGS	NT	872	-24.670175	134.074336	-24.670175;134.074336
Agent	Jabiru	Kakadu Employment Centre	DARWIN	NT	801	-12.673192	132.835068	-12.673192;132.835068
Agent	Ramingining	Ramingining Road	RAMINGINING	NT	822	-12.331151	134.927533	-12.331151;134.927533
Agent	Ti Tree	Ti Tree Communiy Via	ALICE SPRINGS	NT	872	-22.128816	133.415121	-22.128816;133.415121
Agent	Barunga	Barunga Community	KATHERINE	NT	852	-14.52584	132.865016	-14.52584;132.865016
Agent	Milingimbi	Milingimbi Community	MILINGIMBI	NT	822	-12.104158	134.920634	-12.104158;134.920634
Agent	Imanpa	Via	ALICE SPRINGS	NT	872	-25.130626	132.570645	-25.130626;132.570645
Agent	Wallace Rockhole	"Wallace Rockhole, Via"	ALICE SPRINGS	NT	872	-24.124952	133.084921	-24.124952;133.084921
Agent	Wingellina	Wingellina Community	ALICE SPRINGS	NT	872	-26.067469	128.9319	-26.067469;128.9319
Agent	Yuelamu	"1 Main Street, Via"	ALICE SPRINGS	NT	872	-22.257711	132.205703	-22.257711;132.205703
Agent	Jilkminggan	Roper Highway	MATARANKA	NT	852	-14.953055	133.3	-14.953055;133.3
Agent	Ikuntji	Lot 57	ALICE SPRINGS	NT	872	-23.44875	131.883025	-23.44875;131.883025
Agent	Lajamanu	Lajamanu Community	KATHERINE	NT	852	-18.338115	130.637419	-18.338115;130.637419
Agent	Mataranka	22 Stirling St	MATARANKA	NT	852	-14.925391	133.061807	-14.925391;133.061807
Agent	Timber Creek	Ngaliwurru-Wuli Resource Centre	KATHERINE	NT	852	-15.644974	130.467625	-15.644974;130.467625
Agent	Wugularr	30 Balanda Street	KATHERINE	NT	852	-14.556162	133.115654	-14.556162;133.115654
Agent	Gulin Gulin	Gulin Gulin Council Office	KATHERINE	NT	852	-13.665161	134.335156	-13.665161;134.335156
Agent	Kalkarindji	Government Council	KATHERINE	NT	850	-17.399343	130.803072	-17.399343;130.803072
Agent	Hodgson Downs	Hodgson Downs Community	KATHERINE	NT	852	-15.221736	134.083308	-15.221736;134.083308
Agent	Ngukurr	Lot 293 Ngukurr Community	KATHERINE	NT	852	-14.732018	134.734294	-14.732018;134.734294
Agent	Numbulwar	Lot 93-95	WINNELLIE	NT	822	-14.278471	135.737746	-14.278471;135.737746
Agent	Robinson River	Mungoorbada Council Office	KATHERINE	NT	852	-16.757926	136.982977	-16.757926;136.982977
Agent	Daly River	Nauiyu Nambiyu Community	WINNELLIE	NT	822	-13.751108	130.694176	-13.751108;130.694176
Agent	Milikapiti	Milikapiti Community	WINNELLIE	NT	822	-11.42163	130.672606	-11.42163;130.672606
Agent	Pirlangimpi	Pularumpi	BATHURST ISLAND	NT	822	-11.405711	130.419044	-11.405711;130.419044
Agent	Peppimenarti	Lot 26 Peppimenarti Community	WINNELLIE	NT	820	-14.152929	130.078861	-14.152929;130.078861
Agent	Yarralin	Lot 44	KATHERINE	NT	850	-16.447646	130.880747	-16.447646;130.880747
Agent	Engawala	"Engawala Community, Via"	ALICE SPRINGS	NT	872	-22.802753	134.454839	-22.802753;134.454839
Agent	Amata	Amata Community	ALICE SPRINGS	NT	870	-26.151499	131.14842	-26.151499;131.14842
Agent	Aputula	"Aputla Community, Via"	ALICE SPRINGS	NT	872	-25.579093	134.575706	-25.579093;134.575706
Agent	Areyonga	Via	ALICE SPRINGS	NT	872	-24.075133	132.272743	-24.075133;132.272743
Agent	Ernabella	Ernabella Council Office	ALICE SPRINGS	NT	872	-26.27465	132.13146	-26.27465;132.13146
Agent	Docker River	Lot 160	ALICE SPRINGS	NT	872	-24.874528	129.083312	-24.874528;129.083312
Agent	Fregon	"Fregon, Via"	ALICE SPRINGS	NT	872	-26.763343	132.028206	-26.763343;132.028206
Agent	Hermannsburg	Via	ALICE SPRINGS	NT	870	-23.945513	132.778539	-23.945513;132.778539
Agent	Indulkana	Indulkana	ALICE SPRINGS	NT	872	-26.965679	133.308629	-26.965679;133.308629
Agent	Mt Liebig	Lot 86	ALICE SPRINGS	NT	872	-23.267978	131.271792	-23.267978;131.271792
Agent	Nyirripi	Nyirripi Community Via	ALICE SPRINGS	NT	872	-22.65207	130.552173	-22.65207;130.552173
Agent	Papunya	Lot 256	ALICE SPRINGS	NT	872	-23.204713	131.913304	-23.204713;131.913304
Agent	Yirrkala	86 Galpu Rd	NHULUNBUY	NT	881	-12.2527916	136.8916806	-12.2527916;136.8916806
Agent	Urapuntja	Arlparra Store Sandover Highway	ALICE SPRINGS	NT	872	-22.089336	134.775173	-22.089336;134.775173
Agent	Warakurna	"Lot 7, Warakurna Community"	ALICE SPRINGS	NT	872	-25.000184	128.286558	-25.000184;128.286558
Agent	Warburton	Off Gunbarrell Highway	ALICE SPRINGS	NT	872	-26.133826	126.578547	-26.133826;126.578547
Agent	Ali Curung	"Lot 67 Kinjurra Drive, Via"	ALICE SPRINGS	NT	872	-21.0033	134.4069	-21.0033;134.4069
Agent	Elliott	9 Lewis St	ELLIOTT	NT	862	-17.553717	133.542637	-17.553717;133.542637
Agent	Mutitjulu	Mutitjulu Community	MUTITJULU	NT	872	-25.350882	131.067765	-25.350882;131.067765
Agent	Tjuwanpa	Via	ALICE SPRINGS	NT	870	-23.941914	132.777926	-23.941914;132.777926
Agent	Willowra	"Willowra Community, Via"	ALICE SPRINGS	NT	872	-21.246879	132.61166	-21.246879;132.61166
Agent	Wanarn	"Lot 26, Wanarn Community"	ALICE SPRINGS	NT	872	-25.283438	127.542396	-25.283438;127.542396
Agent	Kiwirrkurra	Kiwirrkurra Community Council Office	ALICE SPRINGS	NT	872	-22.81549	127.764715	-22.81549;127.764715
Agent	Minjilang	West Arnhem Shire Council Office	MINJILANG	NT	822	-11.146327	132.578181	-11.146327;132.578181
Agent	Warruwi	Warruwi Community	GOULBURN ISLAND	NT	822	-11.6491	133.3896	-11.6491;133.3896
Agent	Gapuwiyak	Lot 203	GAPUWIYAK	NT	880	-12.506051	135.808868	-12.506051;135.808868
Agent	Belyuen	Cox Peninsular Road	DARWIN	NT	800	-12.538076	130.699366	-12.538076;130.699366
Agent	Palumpa	"Palumpa Station, Lot 27"	WINNELLIE	NT	822	-14.351442	129.882378	-14.351442;129.882378
Agent	Atitjere	Harts Range Community	ALICE SPRINGS	NT	872	-22.987525	134.934425	-22.987525;134.934425
Agent	Woodycupaldiya	Aboriginal Corporation Wudicupildiyerr	WINNELLIE	NT	820	-13.859102	130.00096	-13.859102;130.00096
Agent	Ampilatwatja	Aherrenge Council Ampilawatja	ALICE SPRINGS	NT	872	-21.655658	135.225686	-21.655658;135.225686
Agent	Laramba	Laramba Via	ALICE SPRINGS	NT	872	-22.536736	132.755725	-22.536736;132.755725
Agent	Alpurrurulam	Sandover Highway	MOUNT ISA	QLD	4825	-20.9842	137.8475	-20.9842;137.8475
Agent	Kanpi	Via	ALICE SPRINGS	NT	872	-26.168079	130.118318	-26.168079;130.118318
Agent	Jameson	"Jameson, Via"	ALICE SPRINGS	NT	872	-25.862191	127.664268	-25.862191;127.664268
Agent	Imintji	Ininitji Community Gibb River Road	DERBY	WA	6728	-17.150151	125.460334	-17.150151;125.460334
Agent	Bardi	235km Nrth Of Broome Buccaneer Archipeligo	BROOME	WA	6725	-16.445254	123.060564	-16.445254;123.060564
Agent	Beagle Bay	Beagle Bay Community	BROOME	WA	6725	-16.983245	122.66505	-16.983245;122.66505
Agent	Bidyadanga	Bidyadanga Community	BROOME	WA	6725	-18.68458	121.779805	-18.68458;121.779805
Agent	Djarindjin	Djarindjin Community Via	BROOME	WA	6725	-16.515389	122.893499	-16.515389;122.893499
Agent	Looma	30 Kms Of Great Northern Highway	DERBY	WA	6728	-18.039802	124.149249	-18.039802;124.149249
Agent	Wangkatjungka	Great Northern Hwy	FITZROY CROSSING	WA	6765	-18.879989	125.924888	-18.879989;125.924888
Agent	Yakanarra	Yakanarra	FITZROY CROSSING	WA	6765	-18.671374	125.299865	-18.671374;125.299865
Agent	Yungngora	Great Northern Highway	FITZROY CROSSING	WA	6765	-18.501374	124.82785	-18.501374;124.82785
Agent	Wirrimanu	Off Tanami Road	HALLS CREEK	WA	6770	-20.142118	127.985822	-20.142118;127.985822
Agent	Mindibungu	Tanami Road	HALLS CREEK	WA	6770	-19.555592	127.66267	-19.555592;127.66267
Agent	Kalumburu	Gibb River-Kalumburu Road Drysdale River	WYNDHAM	WA	6740	-14.295004	126.643413	-14.295004;126.643413
Agent	Mulan	Lake Gregory Access Road	HALLS CREEK	WA	6770	-20.102018	127.595071	-20.102018;127.595071
Agent	Warmun	Warmun Community	KUNUNURRA	WA	6743	-17.028438	128.213259	-17.028438;128.213259
Agent	Ngnowar Aerwahs	Lot 471 Great Northern Hwy	WYNDHAM	WA	6740	-15.483562	128.117696	-15.483562;128.117696
Agent	Tully	54 Bryant Street	TULLY	QLD	4854	-17.9296	145.9228	-17.9296;145.9228
Agent	Mabuiag Island	Map Street	MABUIAG ISLAND	QLD	4875	-9.956966	142.188534	-9.956966;142.188534
Agent	Babinda	51 Munro Street	BABINDA	QLD	4861	-17.3443	145.9228	-17.3443;145.9228
Agent	Agnes Water	71 Springs Road	AGNES WATER	QLD	4677	-24.2027	151.898	-24.2027;151.898
Agent	Clermont	2 Limes Street	CLERMONT	QLD	4721	-22.8233	147.6403	-22.8233;147.6403
Agent	Murray Upper	Murray Falls Road	MURRAY UPPER	QLD	4854	-17.932717	145.930823	-17.932717;145.930823
Agent	Yarrabah Back Beach	Back Beach Road	YARRABAH	QLD	4871	-16.909474	145.869944	-16.909474;145.869944
Agent	Injinoo	Ropeyarn Highway	BAMAGA	QLD	4876	-10.9046	142.3258	-10.9046;142.3258
Agent	Saibai Island	Main Road	SAIBAI ISLAND	QLD	4875	-9.380246	142.624179	-9.380246;142.624179
Agent	Cloncurry	12a Ramsay Street	CLONCURRY	QLD	4824	-20.701732	140.511791	-20.701732;140.511791
Agent	Mornington Island	306 Lardil Street	GUNUNA	QLD	4892	-16.662338	139.182654	-16.662338;139.182654
Agent	Burketown	5 Bowen Street	BURKETOWN	QLD	4830	-17.736642	139.544569	-17.736642;139.544569
Agent	Doomadgee	Sharpe Street	DOOMADGEE	QLD	4830	-17.940434	138.829743	-17.940434;138.829743
Agent	Camooweal	31 Barkly Street	CAMOOWEAL	QLD	4828	-19.922795	138.121574	-19.922795;138.121574
Agent	Kuranda	36 Coondoo Street	KURANDA	QLD	4881	-16.820581	145.636585	-16.820581;145.636585
Agent	Winton	75 Elderslie Street	WINTON	QLD	4735	-22.3875	143.0431	-22.3875;143.0431
Agent	Boulia	Boulia Community	BOULIA	QLD	4829	-22.908243	139.906484	-22.908243;139.906484
Agent	Dajarra	Matherson Street	DAJARRA	QLD	4825	-21.694542	139.513725	-21.694542;139.513725
Agent	Barcaldine	65 Ash Street	BARCALDINE	QLD	4725	-23.5535	145.2903	-23.5535;145.2903
Agent	Blackall	16 Short Street	BLACKALL	QLD	4472	-24.4211	145.464	-24.4211;145.464
Agent	Woorabinda	113 Munns Drive	WOORABINDA	QLD	4713	-24.133841	149.460663	-24.133841;149.460663
Agent	Collinsville	81 Garrick Street	COLLINSVILLE	QLD	4804	-20.5536	147.8433	-20.5536;147.8433
Agent	Mapoon	23 Weipa Road	WEIPA	QLD	4874	-12.018918	141.901259	-12.018918;141.901259
Agent	Hughenden	32 Stansfield Street	HUGHENDEN	QLD	4821	-20.8511	144.1948	-20.8511;144.1948
Agent	Moranbah	Town Square Avenue	MORANBAH	QLD	4744	-21.9998	148.0462	-21.9998;148.0462
Agent	Laura	Peninsula Development Rd	LAURA	QLD	4892	-15.56148	144.448967	-15.56148;144.448967
Agent	Boigu Island	66 Chambers Street	BOIGU ISLAND	QLD	4875	-9.232319	142.220298	-9.232319;142.220298
Agent	Badu Island	201 Nona Street	BADU ISLAND	QLD	4875	-10.159663	142.169451	-10.159663;142.169451
Agent	Dauan Island	Lot 29 Main Street	DAUAN ISLAND	QLD	4875	-9.413518	142.538192	-9.413518;142.538192
Agent	Mount Morgan	1 Cornes St	MOUNT MORGAN	QLD	4714	-23.642391	150.389754	-23.642391;150.389754
Agent	Yam Island	Tsirc - Iama	YAM ISLAND	QLD	4875	-9.898579	142.770639	-9.898579;142.770639
Agent	Yorke Island	Cnr Barneys And Dan Street	YORKE ISLAND	QLD	4875	-9.752881	143.405648	-9.752881;143.405648
Agent	Kubin	Kubin Community	MOA ISLAND	QLD	4875	-10.234031	142.218447	-10.234031;142.218447
Agent	Seisia	72 Tumema Street	BAMAGA	QLD	4876	-10.856169	142.367166	-10.856169;142.367166
Agent	New Mapoon	42 Langhie-Draha Street	NEW MAPOON	QLD	4876	-10.86628	142.38639	-10.86628;142.38639
Agent	Umagico	4 Charlie Street	BAMAGA	QLD	4876	-10.892775	142.35315	-10.892775;142.35315
Agent	Aurukun	5 Kang Kang Rd	AURUKUN	QLD	4892	-13.3549	141.7325	-13.3549;141.7325
Agent	Coen	15 Taylor Street	COEN	QLD	4892	-13.946667	143.202869	-13.946667;143.202869
Agent	Kowanyama	510 Chapman Road	KOWANYAMA	QLD	4892	-15.474598	141.743666	-15.474598;141.743666
Agent	Cooktown	92 Charlotte Street	COOKTOWN	QLD	4895	-15.476499	145.236155	-15.476499;145.236155
Agent	Wujal Wujal	Hartwig Street	WUJAL WUJAL	QLD	4895	-15.945761	145.32048	-15.945761;145.32048
Agent	Hope Vale	33 - 36 Muni Street	HOPE VALE	QLD	4895	-15.297222	145.108205	-15.297222;145.108205
Agent	Blackwater	Wey Street	BLACKWATER	QLD	4717	-23.583	148.8782	-23.583;148.8782
Agent	Poruma Island	Cnr Mimia & Olandi Street	COCONUT ISLAND	QLD	4875	-10.050189	143.065089	-10.050189;143.065089
Agent	Lockhart River	Maathuy Street	LOCKHART	QLD	4892	-12.786597	143.341536	-12.786597;143.341536
Agent	Pormpuraaw	Korka Street	PORMPURAAW	QLD	4892	-14.898136	141.623484	-14.898136;141.623484
Agent	Mer Island	Marou Street	MURRAY ISLAND	QLD	4875	-9.910751	144.047544	-9.910751;144.047544
Agent	Erub Island	Medigee Village	ERUB	QLD	4875	-9.581367	143.782126	-9.581367;143.782126
Agent	Warraber Island	Lot 52 Ganaia Street	WARRABER ISLAND	QLD	4875	-10.206109	142.82465	-10.206109;142.82465
Agent	St Pauls	St Pauls Community Council	MOA ISLAND	QLD	4875	-10.183806	142.334483	-10.183806;142.334483
Agent	Euroa	46-50 Binney Street	EUROA	VIC	3666	-36.7507	145.5699	-36.7507;145.5699
Agent	Corowa	113 Sanger St Shop 9 Corowa Arcade	COROWA	NSW	2646	-35.9985	146.3846	-35.9985;146.3846
Agent	Culcairn	40 Balfour Street	CULCAIRN	NSW	2660	-35.6682	147.0346	-35.6682;147.0346
Agent	Holbrook	39 Young St	HOLBROOK	NSW	2644	-35.7232	147.3162	-35.7232;147.3162
Agent	Corryong	39 Hanson Street	CORRYONG	VIC	3707	-36.1953	147.9058	-36.1953;147.9058
Agent	Kyabram	21 - 25 Lake Road	KYABRAM	VIC	3620	-36.316	145.0457	-36.316;145.0457
Agent	Mount Beauty	1 Tennis Court Avenue	MOUNT BEAUTY	VIC	3699	-36.7409	147.1739	-36.7409;147.1739
Agent	Cobram	45 Punt Road	COBRAM	VIC	3644	-35.919	145.6536	-35.919;145.6536
Agent	Mansfield	145-147 High Street	MANSFIELD	VIC	3722	-37.056	146.0896	-37.056;146.0896
Agent	Yarrawonga	1 Hargrave Court	YARRAWONGA	VIC	3730	-36.0099	146.0049	-36.0099;146.0049
Agent	Wilcannia	18 - 22 Bourke Street	WILCANNIA	NSW	2836	-31.557079	143.374553	-31.557079;143.374553
Agent	Menindee	51 Yartla Street	MENINDEE	NSW	2879	-32.390676	142.41828	-32.390676;142.41828
Agent	Port Broughton	11 Bay Street	PORT BROUGHTON	SA	5522	-33.5999	137.9313	-33.5999;137.9313
Agent	Point Pearce	65 Parrys Terrace	POINT PEARCE	SA	5573	-34.415191	137.503242	-34.415191;137.503242
Agent	Maitland	3 Robert Street	MAITLAND	SA	5573	-34.3738	137.6727	-34.3738;137.6727
Agent	Oak Valley	Maralinga Lands	CEDUNA	SA	5690	-29.402235	130.740978	-29.402235;130.740978
Agent	Balaklava	Wallace Street	BALAKLAVA	SA	5461	-34.1408	138.436	-34.1408;138.436
Agent	Minlaton	27 Main Street	MINLATON	SA	5575	-34.7705	137.5953	-34.7705;137.5953
Agent	Yorketown	33 Stansbury Road	YORKETOWN	SA	5576	-35.0152	137.618	-35.0152;137.618
Agent	Yalata	Community Services Hub	CEDUNA	SA	5690	-31.479315	131.845328	-31.479315;131.845328
Agent	Waikerie	1 Crush Terrace	WAIKERIE	SA	5330	-34.1809	139.9867	-34.1809;139.9867
Agent	Bordertown	63 Farquhar Street	BORDERTOWN	SA	5268	-36.3113	140.7719	-36.3113;140.7719
Agent	Kingscote	22 Telegraph Road	KINGSCOTE	SA	5223	-35.6561	137.6383	-35.6561;137.6383
Agent	Mannum	71 Randell Street	MANNUM	SA	5238	-34.9183	139.3036	-34.9183;139.3036
Agent	Naracoorte	1a Ormerod Street	NARACOORTE	SA	5271	-36.95622	140.74141	-36.95622;140.74141
Agent	Millicent	57-59 George Street	MILLICENT	SA	5280	-37.5949	140.3549	-37.5949;140.3549
Agent	Keith	34 Hender Street	KEITH	SA	5267	-36.09817	140.35489	-36.09817;140.35489
Agent	Clare	"Shop 4, 25 Old North Road"	CLARE	SA	5453	-33.8347	138.6136	-33.8347;138.6136
Agent	Peterborough	209 Main Street	PETERBOROUGH	SA	5422	-32.973293	138.837958	-32.973293;138.837958
Agent	Streaky Bay	21 Bay Road	STREAKY BAY	SA	5680	-32.7991	134.2125	-32.7991;134.2125
Agent	Toomelah - Boggabilla	Toomelah Aboriginal Community	BOGGABILLA	NSW	2409	-28.6702	150.4792	-28.6702;150.4792
Agent	Tenterfield	279 Rouse Street	TENTERFIELD	NSW	2372	-29.046894	152.020228	-29.046894;152.020228
Agent	Millmerran	30 Campbell Street	MILLMERRAN	QLD	4357	-27.876453	151.270195	-27.876453;151.270195
Agent	Laidley	13 Mary Street	IPSWICH	QLD	4305	-27.6396	152.3939	-27.6396;152.3939
Agent	Stradbroke Island	East Coast Road	DUNWICH	QLD	4183	-27.494571	153.404252	-27.494571;153.404252
Agent	Surat	Surat Council Library	SURAT	QLD	4417	-27.1527	149.0692	-27.1527;149.0692
Agent	Crows Nest	16 Charlotte Street	CROWS NEST	QLD	4355	-27.260751	152.056285	-27.260751;152.056285
Agent	Boonah	4 Little High Street	BOONAH	QLD	4310	-27.9984	152.6844	-27.9984;152.6844
Agent	Lowood	3 Michel St	LOWOOD	QLD	4311	-27.46407	152.57905	-27.46407;152.57905
Agent	Thargomindah	Dowling Street	THARGOMINDAH	QLD	4492	-27.99849	143.828604	-27.99849;143.828604
